20170512,간에는 역시 밀크시슬파워,고온다습한 곳이나 직사광선을 피하여 서늘한 곳에 보관.,"① 간 건강에 도움을 줄 수 있음

①탄수화물과 에너지 대사에 필요

①체내 에너지 생성에 필요

①체내 에너지 생성에 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①유해산소로부터 세포를 보호하는데 필요","(1) 성상 : 이미, 이취가 없으며 고유의 향미를 지닌 미황색의 장방형 제피정제
(2) 실리마린(silybin으로서) : 표시량(130 mg/900 mg)의 80~120%
(3) 나이아신 : 표시량(15 mgNE/900 mg)의 80~150%
(4) 아연 : 표시량(6 mg/900 mg)의 80~150%
(5) 판토텐산 : 표시량(5 mg/900 mg)의 80~180%
(6) 비타민B6 : 표시량(1.5 mg/900 mg)의 80~150%
(7) 비타민B1 : 표시량(1.2 mg/900 mg)의 80~180%
(8) 비타민B2 : 표시량(1.4 mg/900 mg)의 80~180%
(9) 셀레늄 : 표시량(55 ug/900 mg)의 80~150%
(10) 엽산 : 표시량(400 ug/900 mg)의 80~150%
(11) 헥산(mg/kg) : 5.0 이하
(12) 납(mg/kg) : 1.0 이하
(13) 카드뮴(mg/kg) : 0.5 이하
(14) 총수은(mg/kg) : 0.5 이하
(15) 총비소(mg/kg) : 1.0이하
(16) 대장균군 : 음성
(17) 붕해시험 : 적합","① 알레르기 반응이 나타나는 경우에는 섭취 중단 ② 설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취에 주의

알레르기 체질이신 경우 성분을 확인 한 후 섭취하시기 바랍니다.","1일 1회, 1회 1정을 물과 함께 섭취",20040015083887,제조일로부터 24개월,1840,"900 mg × 30 정(27 g), 900 mg × 56 정(50.4 g), 900 mg × 60 정(54 g), 900 mg × 90 정(81 g), 900 mg × 120 정(108 g), 900 mg × 150 정(135 g), 900 mg × 180 정(162 g), 900 mg × 210 정(189 g), 900 mg × 240정(216 g) 등",네이처가든,http://img.danawa.com/prod_img/500000/848/211/img/7211848_1.jpg?shrink=500:500&_v=20191002103249
20171106,간에좋은 밀크씨슬,"고온 다습, 직사광선을 피하여 서늘한 곳에 보관하십시오.","밀크씨슬-① 간 건강에 도움을 줄 수 있음

나이아신-①체내 에너지 생성에 필요

비타민B6-①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

판토텐산-①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

나이아신-①체내 에너지 생성에 필요

비타민B1-①탄수화물과 에너지 대사에 필요","(1) 성상 : 이미, 이취가 없는 회황색의 타원형 제피정제
(2) 실리마린 : 표시량(130mg/900mg)의 80～120%
(3) 잔류용매 : (가) 헥산(mg/kg) : 5.0 이하
(4) 중금속 : (가) 납(mg/kg) : 1.0 이하
            (나) 카드뮴(mg/kg) : 0.5 이하
            (다) 총수은(mg/kg) : 0.5 이하
            (라) 총비소(mg/kg) : 1.0 이하
(5) 나이아신 : 표시량(13.5mgNE/900mg) 80~150%
(6) 판토텐산 : 표시량(4.6mg/900mg)의 80~180%
(7) 비타민B6 : 표시량(1.4mg/900mg)의 80~150%
(8) 비타민B1 : 표시량(1.1mg/900mg)의 80~180%
(9) 비타민B2 : 표시량(1.2mg/900mg)의 80~180%
(10) 대장균군 : 음성
(11) 붕해시험 : 60분 이내","① 알레르기 반응이 나타나는 경우에는 섭취 중단하십시오.
② 설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취에 주의하십시오.
③ 알레르기 체질이신 분은 원료 성분을 확인하고 섭취하십시오.
④ 제품 개봉 또는 섭취시 포장재에 의해 상처를 입을 수 있으므로 주의하십시오.","1일 1회, 1회 1정을 충분한 물과 함께 섭취 하십시오.",20040015162177,제조일로부터 2년,1843,"27g(900mg*30정), 54g(900mg*60정), 81g(900mg*90정), 108g(900mg*120정), 162g(900mg*180정)",닥터엘리자베스,http://img.danawa.com/prod_img/500000/567/513/img/9513567_1.jpg?shrink=500:500&_v=20190918163554
20170221,강 쏘팔메토 업그레이드,1) 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오. 2) 개봉 후에는 공기의 노출을 최대한 차단하여 보관 하십시오. 3) 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오. 4) 온도 및 습도 등의 변화에 의해 캡슐이 붙는 현상이 발생 될 수 있으나 품질에 이상이 없으니 안심하고 섭취하십시오.,"전립선 건강의 유지에 도움을 줄 수 있음.

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①지구력 증진에 도움을 줄 수 있음

①유해산소로부터 세포를 보호하는데 필요

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①체내 에너지 생성에 필요,항산화에 도움을 줄 수 있음(생리활성기능2등급)","1) 성상 : 진한 적갈색의 내용물을 함유한 갈흑색의 연질캡슐
2) 로르산 : 표시량(115mg/750mg)의 80~120%
3) (all-trans)-lycopene : 표시량(6mg/750mg)의 80~120%
4) 아연 : 표시량(8.5mg/750mg)의 80~150%
5) 옥타코사놀 : 표시량(7mg/750mg)의 80~120%
6) 비타민E : 표시량(11mga-TE/750mg)의 80~150%
7) 비타민A : 표시량(700ug RE/750mg)의 80~150%
8) 비타민B2 : 표시량(1.4mg/750mg)의 80~180%
9) 납(mg/kg) : 1.0 이하
10) 카드뮴(mg/kg) : 1.0 이하
11) 총수은(mg/kg) : 1.0 이하
12) 총비소(mg/kg) : 1.0 이하
13) 초산에틸(mg/kg) : 50.0 이하
14) 대장균군 : 음성
15) 붕해 : 20분",메스꺼움 등 소화계통의 불편함과 설사를 유발할 수 있음.,"1일 1회, 1회 1캡슐을 물과 함께 섭취하십시오.",20060020008142,제조일로부터 2년,1947,"750mg x 1C (0.75g), 2C, 6C, 14C, 20C, 28C, 30C, 56C, 60C, 84C, 90C, 100C, 112C, 120C, 150C, 168C, 180C, 200C, 210C, 224C, 240C, 252C, 270C, 300C, ….",BRC,http://img.danawa.com/prod_img/500000/998/302/img/6302998_1.jpg?shrink=500:500
20171207,건강한 간 밀크씨슬,"고온 다습, 직사광선을 피하여 서늘한 곳에 보관하십시오.","밀크씨슬 - ① 간 건강에 도움을 줄 수 있음

비타민B2-①체내 에너지 생성에 필요

비타민B6-①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

판토텐산-①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

아연-①정상적인 면역기능에 필요②정상적인 세포분열에 필요

비타민B1-①탄수화물과 에너지 대사에 필요","(1) 성상 : 이미, 이취가 없고 고유의 향미가 있는 미황색의 타원형 제피정제.
(2) 실리마린 : 표시량(130mg/900mg)의 80～120%
(3) 잔류용매 : (가) 헥산(mg/kg) : 5.0 이하
(4) 중금속 : (가) 납(mg/kg) : 1.0 이하
            (나) 카드뮴(mg/kg) : 0.5 이하
            (다) 총수은(mg/kg) : 0.5 이하
            (라) 총비소(mg/kg) : 1.0 이하
(5) 아연 : 표시량(2.55mg/900mg)의 80～150%
(6) 비타민B1 : 표시량(0.36mg/900mg)의 80～180%
(7) 비타민B2 : 표시량(0.42mg/900mg)의 80～180%
(8) 비타민B6 : 표시량(0.45mg/900mg)의 80～150%
(9) 판토텐산 : 표시량(1.5mg/900mg)의 80～180%
(10) 대장균군 : 음성
(11) 붕해시험 : 60분이내","① 알레르기 반응이 나타나는 경우에는 섭취 중단
② 설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취에 주의","1일 1회, 1회 1정을 충분한 물과 함께 섭취 하십시오.",20040015162181,제조일로부터 2년,2042,900mg x (6정~300정),지엔엠라이프,http://img.danawa.com/prod_img/500000/665/671/img/3671665_1.jpg?shrink=500:500&_v=20181114093905
20190916,건강한 간 밀크씨슬,고온다습한곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오.(실온),"① 간 건강에 도움을 줄 수 있음

①정상적인 엽산 대사에 필요

①유해산소로부터 세포를 보호하는데 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①탄수화물과 에너지 대사에 필요

①체내 에너지 생성에 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요","1) 성상 : 이미·이취가 없으며, 고유의 색택을 가지는 코팅정제
2) 실리마린 : 표시량의 80~120%(표시량 : 130mg/1,300mg)
3) 비타민B12 : 표시량의 80~180%(표시량 : 24ug/1,300mg)
4) 비타민E : 표시량의 80~150%(표시량 : 3.3mg a-TE /1,300mg)
5) 판토텐산 : 표시량의 80~180%(표시량 : 5mg/ 1,300mg)
6) 비타민B6 : 표시량의 80~150%(표시량 : 1.5mg/ 1,300mg)
7) 비타민B1 : 표시량의 80~180%(표시량 : 1.2mg/ 1,300mg)
8) 비타민B2 : 표시량의 80~180%(표시량 : 1.4mg/ 1,300mg)
9) 납(mg/kg) : 1.0 이하
10) 카드뮴(mg/kg) : 0.5 이하
11) 총 수은(mg/kg) : 0.5 이하
12) 총 비소(mg/kg) : 1.0 이하
13) 대장균군 : 음성
14) 붕해 : 적합(60분 이내)","① 알레르기 반응이 나타나는 경우에는 섭취 중단 ② 설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취에 주의","1일 1회, 2정을 물과 함께 섭취하십시오.",20040015104129,제조일로부터 24개월,2043,"650mg X 120 정, 포장단위에 따라 포장",메이플트리,http://img.danawa.com/prod_img/500000/544/647/img/3647544_1.jpg?shrink=500:500&_v=20180919120557
20180621,굿아이 루테인 맥스,1) 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오.2) 개봉 후에는 공기의 노출을 최대한 차단하여 보관 하십시오.3) 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오.4) 온도 및 습도 등의 변화에 의해 캡슐이 붙는 현상이 발생 될 수 있으나 품질에 이상이 없으니 안심하고 섭취하십시오.,"①노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌

①유해산소로부터 세포를 보호하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①체내 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①체내 에너지 생성에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①탄수화물과 에너지 대사에 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요","1. 성상 : 적색의 내용물을 함유한 흑색의 연질캡슐
2. 루테인 : 표시량(20mg/500mg)의 80~120%
3. 비타민 A : 표시량(700μg RE/500mg)의 80~150%
4. 비타민 D : 표시량(10μg/500mg)의 80~180%
5. 비타민 E : 표시량(11mg α-TE/500mg)의 80~150%
6. 비타민 B1 : 표시량(1.2mg/500mg)의 80~180%
7. 비타민 B2 : 표시량(1.4mg/500mg)의 80~180%
8. 비타민 B6 : 표시량(1.5mg/500mg)의 80~150%
9. 아연 : 표시량(8.5mg/500mg)의 80~150%
10. 나이아신 : 표시량(15mg NE/500mg)의 80~150%
11. 엽산 : 표시량(400μg/500mg)의 80~150%
12. 비오틴 : 표시량(30μg/500mg)의 80~180%
13. 판토텐산 : 표시량(5mg/500mg)의 80~180%
14. 헥산(mg/kg) : 5.0이하
15. 납(mg/kg) : 1.0이하
16. 카드뮴(mg/kg) : 1.0이하
17. 총수은(mg/kg) : 1.0이하
18. 총비소(mg/kg) : 1.0이하
19. 대장균군 : 음성
20. 붕해 : 20분 이내",과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음,"1일 1회, 1회 1캡슐을 충분한 물과 함께 섭취하십시오",20060020008291,제조일로부터 2년,3317,"500mg × 1C (0.50g), 2C, 3C, 4C, 7C, 8C, 14C, 16C, 21C, 28C, 30C, 44C, 56C, 60C, 84C, 92C100C, 112C, 120C, 152C, 168C, 180C, 200C, 212C, 224C, 240C, 252C, 272C, 300C, ….",SK케미칼,http://img.danawa.com/prod_img/500000/703/568/img/6568703_1.jpg?shrink=160:160&_v=20181105154724
20150522,남양931 플러스,"1) 직사광선이나 고온다습한 곳을 피하여 청결하고 서늘한 곳에 보관하십시오
2) 영.유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오
3) 잘못된 사용 및 남용을 피하고 품질보존을 위해 다른 용기에 넣지 마십시오",[밀크씨슬(카르두스 마리아누스) 추출물 제품]① 간 건강에 도움을 줄 수 있음,"1) 성상 : 흑갈색의 내용물을 함유한 진초록색의 연질캡슐
2) 실리마린 : 표시량 130.00mg/3,000mg 의 80~120%
3) 대장균군 : 음성
4) 붕해 : 20분 이내
5) 납(mg/kg) : 1.0 이하
6) 카드뮴(mg/kg) : 0.5 이하
7) 총수은(mg/kg) : 0.5 이하
8) 총비소(mg/kg) : 1.0 이하","[밀크씨슬(카르두스 마리아누스) 추출물 제품]① 알레르기 반응이 나타나는 경우에는 섭취 중단 ② 설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취에 주의","1일 3회, 1회 2캡슐을 물과 함께 섭취 하십시오.",20040020004193,24개월,3936,"10.00g(500mg x 20캡슐), 45.00g(500mg x 90캡슐), 90.00g(500mg x 180캡슐), 180.00g(500mg x 360캡슐), 270.00g(500mg x 540캡슐)",유니베라,http://img.danawa.com/prod_img/500000/108/915/img/4915108_1.jpg?shrink=500:500&_v=20180213150456
20190117,남자팔팔,1) 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오. 2) 개봉 후에는 공기의 노출을 최대한 차단하여 보관 하십시오. 3) 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오. 4) 온도 및 습도 등의 변화에 의해 캡슐이 붙는 현상이 발생 될 수 있으나 품질에 이상이 없으니 안심하고 섭취하십시오.,"①전립선 건강의 유지에 도움을 줄 수 있음

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①지구력 증진에 도움을 줄 수 있음

①탄수화물과 에너지 대사에 필요

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요","1. 성상 : 진한 노랑색의 내용물을 함유한 흑색의 연질캡슐
2. 로르산 : 표시량(70mg/900mg)의 80~120%
3. 옥타코사놀 : 표시량(7mg/900mg)의 80~120%
4. 아연 : 표시량(4.25mg/900mg)의 80~150%
5. 비타민B1 : 표시량(0.96mg/900mg)의 80~180%
6. 망간 : 표시량(4mg/900mg)의 80~150%
7. 납(mg/kg) : 1.0이하
8. 카드뮴(mg/kg) : 1.0이하
9. 총수은(mg/kg) : 1.0이하
10. 총비소(mg/kg) : 1.0이하
11. 대장균군 : 음성
12. 붕해 : 20분 이내",메스꺼움 등 소화계통의 불편함과 설사를 유발할 수 있음,"1일 1회, 1회 1캡슐을 물과 함께 섭취하십시오",2004001536227,24개월,3949,"900mg × 1C (0.900g), 2C, 4C, 6C, 7C, 8C, 10C, 14C, 16C, 20C, 24C, 28C, 30C, 40C, 44C, 50C, 56C, 60C, 84C, 92C, 100C, 112C, 120C, 152C, 168C, 180C, 200C, 212C, 224C, 240C, 252C, 272C, 300C, ….",씨스팡,http://img.danawa.com/prod_img/500000/027/507/img/9507027_1.jpg?shrink=160:160&_v=20190918105241
20150522,내눈앤,"직사광선을 받지 아니하는 서늘한 곳에서 보관 및 유통하시고, 어린이의 손에 닿지 않는 곳에 보관하여 주십시오.","노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

①유해산소로부터 세포를 보호하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

(EPA 및 DHA 함유 유지)혈중 중성지질 개선·혈행 개선·기억력 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음","성상  : 적색의 내용물을 함유한 녹색의 연질캡슐
EPA와 DHA의 합 : 표시량의 80~120% (표시량 : 1,000 ㎎ / 2,400 ㎎)
루테인 : 표시량의 80~120 % (표시량 : 20 ㎎ / 2,400 ㎎)
비타민A : 표시량의 80~150 % (표시량 : 708 ㎍RE / 2,400 ㎎)
비타민C : 표시량의 80~150 % (표시량 : 350 ㎎ / 2,400 ㎎)
비타민E : 표시량의 80~150 % (표시량 : 67.2 ㎎α-TE / 2,400 ㎎)
아연 : 표시량의 80~150 % (표시량 : 12 ㎎ / 2,400 ㎎)
납(mg/kg) : 1.0 이하 
카드뮴(mg/kg) : 1.0 이하
총비소 (mg/kg) : 1.0 이하
총수은 (mg/kg) : 0.5 이하
헥산 (mg/kg) : 5.0 이하
대장균군 : 음성
붕해시험 : 적합",과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음.,"1일 2회, 1회 2캡슐을 물과 함께 섭취하십시오.",200400200071205,제조일로부터 24개월까지,3981,"600mg x 10, 30, 60, 90, 120, 180, 240, 300, 360, 480, 600, 720, 840, 960캡슐",한미약품,http://img.danawa.com/prod_img/500000/850/637/img/3637850_1.jpg?shrink=160:160&_v=20180820105223
20161214,내몸애(愛) 발란스 프리미엄 루테인,"직사광선을 피하여 실온에 보관하시고, 영·유아 및 어린이의 손이 닿지 않는 곳에 보관하십시오.","①체내 에너지 생성에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

①유해산소로부터 세포를 보호하는데 필요

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌","1. 성상 : 이미, 이취가 없고 고유의 향미가 있는 주황색 내용물을 함유한 갈색 연질캡슐
2. 루테인 : 표시량(20 mg/500 mg)의 80~120%
3. 나이아신 : 표시량(15 mg/500 mg)의 80~150%
4. 아연 : 표시량(8.5 mg/500 mg)의 80~150%
5. 망간 : 표시량(3 mg/500 mg)의 80~150%
6. 셀레늄 : 표시량(55 ug/500 mg)의 80~150%
7. 비타민A : 표시량(700 ugRE/500 mg)의 80~150%
8. 헥산(mg/kg) : 5.0 이하
9. 초산에틸(mg/kg) : 50.0 이하
10. 납(mg/kg) : 1.0 이하
11. 카드뮴(mg/kg) : 1.0 이하
12. 총수은(mg/kg) : 1.0 이하
13. 총비소(mg/kg) : 1.0 이하
14. 대장균군 : 음성
15. 붕해시험 : 20분 이내 적합",과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음,"1일 1회, 1회 1캡슐을 충분한 물과 함께 섭취하십시오.",20040020068444,제조일로부터 24개월까지,3994,"500mg X 30캡슐, 500mg X 60캡슐, 500mg X 90캡슐, 500mg X 120캡슐, 500mg X 240캡슐 등",서울약산신협,http://img.danawa.com/prod_img/500000/350/376/img/9376350_1.jpg?shrink=160:160&_v=20190916093512
20180406,네이처드림 눈에좋은 루테인11,"고온, 다습한 곳과 직사광선을 피하여 서늘한 곳에 보관하십시오.","①노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①유해산소로부터 세포를 보호하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①유해산소로부터 세포를 보호하는데 필요

①체내 에너지 생성에 필요

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

①정상적인 엽산 대사에 필요

①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요","(1) 성상 : 이미, 이취가 없고 고유의 향미가 있는 빨간주황색의 내용물을 함유하는 적갈색의 연질캡슐
(2) 루테인 : 표시량(20mg/750mg)의 80～120%
(3) 중금속
   (가) 납(mg/kg) : 1.0 이하
   (나) 카드뮴(mg/kg) : 1.0 이하
   (다) 총수은(mg/kg) : 1.0 이하
   (라) 총비소(mg/kg) : 1.0 이하
(4) 비타민 E : 표시량(11.1㎎ α-TE/750mg)의 80～150%
(5) 아연 : 표시량(8.5mg/750mg)의 80～150%
(6) 셀레늄 : 표시량(18ug/750mg)의 80～150%
(7) 나이아신 : 표시량(13.52mgNE/750mg)의 80～150%
(8) 망간 : 표시량(2.21mg/750mg)의 80～150%
(9) 비타민 B12 : 표시량(2.93ug/750mg)의 80～180%
(10) 구리 : 표시량(0.8mg/750mg)의 80～150%
(11) 비타민 A : 표시량(750ugRE/750mg)의 80～150%
(12) 비타민 B6 : 표시량(1.58mg/750mg)의 80～150%
(13) 엽산 : 표시량(400ug/750mg)의 80～150%
(14) 대장균군 : 음성
(15) 붕해시험 : 20분 이내",과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음,"1일 1회, 1회 1캡슐(750mg) 충분한 물과 함께 섭취하십시오.",20040015162205,제조일로부터 2년,4095,750mg x (10~300캡슐),네이처드림,http://i.011st.com/ex_t/R/400x400/1/85/0/src/pd/19/8/9/0/2/4/1/fsbnf/2092890241_B.jpg
20180709,네이처드림 몸에 좋은 멀티비타민17,습기 및 열에 의해 품질에 영향을 받을 수 있으므로 직사광선을 피해 서늘한 곳에 보관하십시오.,"①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①탄수화물과 에너지 대사에 필요

①체내 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①유해산소로부터 세포를 보호하는데 필요

①체내 에너지 생성에 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①정상적인 엽산 대사에 필요

①정상적인 혈액응고에 필요②뼈의 구성에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

①유해산소로부터 세포를 보호하는데 필요

①산화,환원 효소의 활성에 필요

①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요

①갑상선 호르몬의 합성에 필요②에너지 생성에 필요③신경발달에 필요","(1) 성상 : 이미, 이취가 없고 고유의 향미가 있는 밝은 회황색의 정제
(2) 비타민A :  표시량(700ug RE/900mg)의 80~150%
(3) 비타민B1 : 표시량(1.2mg/900mg)의 80~180%
(4) 비타민B2 : 표시량(1.4mg/900mg)의 80~180%
(5) 비타민B6 : 표시량(1.5mg/900mg)의 80~150%
(6) 비타민E  : 표시량(11mg a-TE/900mg)의 80~150%
(7) 나이아신 : 표시량(15mg NE/900mg)의 80~150%
(8) 판토텐산 : 표시량(5mg/900mg)의 80~180%
(9) 엽산     :  표시량(400ug/900mg)의 80~150%
(10) 비타민D : 표시량(10ug/900mg)의 80~180%
(11) 비타민B12 : 표시량(2.4ug/900mg)의 80~180%
(12) 비타민K : 표시량(70ug/900mg)의 80~180%
(13) 아연   :  표시량(8.5mg/900mg)의 80~150%
(14) 망간   :  표시량(3mg/900mg)의 80~150%
(15) 셀레늄 :  표시량(55ug/900mg)의 80~150%
(16) 몰리브덴 : 표시량(25ug/900mg)의 80~180%
(17) 철     :   표시량(12mg/900mg)의 80~150%
(18) 요오드 :   표시량(150ug/900mg)의 80~150%
(19) 대장균군 :   음성
(20) 붕해시험 :   30분이내",특히 6세 이하는 과량섭취하지 않도록 주의,"1일 1회, 1회 1정을 충분한 물과 함께 섭취하십시오.",20040015162229,제조일로부터 24개월까지,4096,900mg x (10정~500정),네이처드림,http://img.danawa.com/prod_img/500000/794/665/img/6665794_1.jpg?shrink=500:500&_v=20181120140822
20171222,네이처드림 뼈에좋은 비타민D,습기 및 열에 의해 품질에 영향을 받을 수 있으므로 직사광선을 피해 서늘한 곳에  보관하십시오.,①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌,"(1) 성상 : 이미, 이취가 없고 고유의 향미가 있는 노란하양색의 장방형 정제.
(2) 비타민D : 표시량(50ug/450mg)의 80~180%
(3) 대장균군 : 음성","-특이체질, 알레르기 체질인 경우 개인에 따라 과민반응을 나타낼 수 있으므로 원료를 확인 후 섭취 하십시오.
-어린이의 경우 섭취시 목에 걸릴 우려가 있으니 보호자의 지도하에 섭취하시기 바랍니다.
-제품 개봉 또는 섭취시 포장재에 의해 상처를 입을 수 있으니 주의하십시오.","1일 1회, 1회 1정을 씹어서 섭취하십시오.",20040015162186,제조일로부터 2년 까지,4097,450mg x (10정~200정),네이처드림,http://img.danawa.com/prod_img/500000/214/666/img/6666214_1.jpg?shrink=500:500&_v=20181120143214
20170821,네이처드림 뼈에좋은 칼슘 마그네슘 비타민D 아연,고온다습한 곳이나 직사광선을 피하여 서늘한 곳에 보관.,"①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌

①에너지 이용에 필요②신경과 근육 기능 유지에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요","(1) 성상 : 이미, 이취가 없고 고유의 향미가 있는 백색의 타원형 제피정제.
(2) 비타민 D : 표시량(12.8ug/1,000 mg)의 80~180%
(3) 칼슘 : 표시량(210mg/1,000mg)의 80~150%
(4) 마그네슘 : 표시량(126mg/1,000 mg)의 80~150%
(5) 아연 : 표시량(8.5mg/1,000mg)의 80~150%
(6) 대장균군 : 음성
(7) 붕해시험 : 적합",알레르기 체질이신 경우 성분을 확인 한 후 섭취하시기 바랍니다.,"1일 1회, 1회 1정을 충분한 물과 함께 섭취",20040015083920,제조일로부터 24개월,4098,"1,000 mg × 30 정(30 g), 1,000 mg × 60 정(60 g), 1,000 mg × 120 정(120 g), 1,000 mg × 150 정(150 g), 1,000 mg × 180 정(180 g), 1,000 mg × 210 정(210 g), 1,000 mg × 240 정(240 g), 1,000 mg × 300 정(300 g), 1,000 mg × 360 정(360 g) 등.",네이처드림,http://img.danawa.com/prod_img/500000/775/825/img/5825775_1.jpg?shrink=500:500&_v=20180122123000
